Country;Category 1;Category 2;Product;Year;Outcome;;;;;;;;;;;;;;;;;;"Fuente: Declaraciones de Ingreso (DIN); importaciones a titulo definitivo ajustadas con sus documentos modificatorios. Servicio Nacional de Aduanas"
Lesotho;No Combustibles;Maquinarias, aparatos y sus partes;Pozostałe maszyny, urządzenia i części;2017;0,00;;;;;;;;;;;;;;;;;;
Lesotho;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2018;168,83;;;;;;;;;;;;;;;;;;
Lesotho;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2018;189,16;;;;;;;;;;;;;;;;;;
Lesotho;No Combustibles;Maquinarias, aparatos y sus partes;Armatura łazienkowa i części;2018;5941,95;;;;;;;;;;;;;;;;;;
Lesotho;No Combustibles;Maquinarias, aparatos y sus partes;Pozostałe maszyny, urządzenia i części;2018;486,31;;;;;;;;;;;;;;;;;;
Lesotho;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2019;3345,37;;;;;;;;;;;;;;;;;;
Lesotho;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2019;0,00;;;;;;;;;;;;;;;;;;
Lesotho;No Combustibles;Maquinarias, aparatos y sus partes;Armatura łazienkowa i części;2019;0,00;;;;;;;;;;;;;;;;;;
Lesotho;No Combustibles;Maquinarias, aparatos y sus partes;Pozostałe maszyny, urządzenia i części;2019;4003,07;;;;;;;;;;;;;;;;;;
Lesotho;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2020;0,00;;;;;;;;;;;;;;;;;;
Lesotho;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2020;0,00;;;;;;;;;;;;;;;;;;
Lesotho;No Combustibles;Maquinarias, aparatos y sus partes;Armatura łazienkowa i części;2020;0,00;;;;;;;;;;;;;;;;;;
Lesotho;No Combustibles;Maquinarias, aparatos y sus partes;Pozostałe maszyny, urządzenia i części;2020;4261,51;;;;;;;;;;;;;;;;;;
Lesotho;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2021;91679,69;;;;;;;;;;;;;;;;;;
Lesotho;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2021;161143,24;;;;;;;;;;;;;;;;;;
Lesotho;No Combustibles;Maquinarias, aparatos y sus partes;Armatura łazienkowa i części;2021;0,00;;;;;;;;;;;;;;;;;;
Lesotho;No Combustibles;Maquinarias, aparatos y sus partes;Pozostałe maszyny, urządzenia i części;2021;1696,89;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Alimentos;Płatki;2017;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Alimentos;Warzywa bulwiaste;2017;277,23;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Alimentos;Mleko i inne produkty mleczne;2017;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Alimentos;Pozostałe produkty spożywcze;2017;63350,23;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2017;1242,44;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Armatura łazienkowa i części;2017;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Pompy do cieczy oraz ich części;2017;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Maszyny i aparatura do filtrowania lub oczyszczania cieczy oraz ich części;2017;128,19;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Agregaty prądotwórcze;2017;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Pozostałe maszyny, urządzenia i części;2017;2962,89;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Prendas de vestir y accesorios, y calzados;Buty;2017;97,75;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2017;441,43;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Otros productos relevantes;Płyny alkoholowe;2017;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Forestales y sus derivados;Drewno i wyroby drewniane;2017;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Forestales y sus derivados;Papier i tektura oraz ich wyroby;2017;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Forestales y sus derivados;Pozostałe leśnictwo i jego pochodne;2017;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Tecnología;Telefony komórkowe;2017;306,20;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Tecnología;Komputery i ich części;2017;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Medios de transporte y sus partes;Podwozia, nadwozia, części i akcesoria pojazdów mechanicznych;2017;487,52;;;;;;;;;;;;;;;;;;
Liban;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Pozostałe paliwa i smary;2017;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Alimentos;Płatki;2018;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Alimentos;Warzywa bulwiaste;2018;9275,65;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Alimentos;Mleko i inne produkty mleczne;2018;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Alimentos;Pozostałe produkty spożywcze;2018;150437,70;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2018;47984,47;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Armatura łazienkowa i części;2018;65,37;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Pompy do cieczy oraz ich części;2018;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Maszyny i aparatura do filtrowania lub oczyszczania cieczy oraz ich części;2018;9242,25;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Agregaty prądotwórcze;2018;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Pozostałe maszyny, urządzenia i części;2018;125183,75;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Prendas de vestir y accesorios, y calzados;Buty;2018;112,28;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2018;9739,20;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Otros productos relevantes;Płyny alkoholowe;2018;1760,41;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Forestales y sus derivados;Drewno i wyroby drewniane;2018;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Forestales y sus derivados;Papier i tektura oraz ich wyroby;2018;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Forestales y sus derivados;Pozostałe leśnictwo i jego pochodne;2018;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Tecnología;Telefony komórkowe;2018;652,84;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Tecnología;Komputery i ich części;2018;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Medios de transporte y sus partes;Podwozia, nadwozia, części i akcesoria pojazdów mechanicznych;2018;0,00;;;;;;;;;;;;;;;;;;
Liban;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Pozostałe paliwa i smary;2018;3369,22;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Alimentos;Płatki;2019;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Alimentos;Warzywa bulwiaste;2019;10627,33;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Alimentos;Mleko i inne produkty mleczne;2019;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Alimentos;Pozostałe produkty spożywcze;2019;132081,64;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2019;68361,49;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Armatura łazienkowa i części;2019;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Pompy do cieczy oraz ich części;2019;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Maszyny i aparatura do filtrowania lub oczyszczania cieczy oraz ich części;2019;9580,78;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Agregaty prądotwórcze;2019;15272,46;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Pozostałe maszyny, urządzenia i części;2019;55128,58;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Prendas de vestir y accesorios, y calzados;Buty;2019;117,38;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2019;27824,51;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Otros productos relevantes;Płyny alkoholowe;2019;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Forestales y sus derivados;Drewno i wyroby drewniane;2019;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Forestales y sus derivados;Papier i tektura oraz ich wyroby;2019;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Forestales y sus derivados;Pozostałe leśnictwo i jego pochodne;2019;9848,15;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Tecnología;Telefony komórkowe;2019;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Tecnología;Komputery i ich części;2019;642,34;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Medios de transporte y sus partes;Podwozia, nadwozia, części i akcesoria pojazdów mechanicznych;2019;0,00;;;;;;;;;;;;;;;;;;
Liban;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Pozostałe paliwa i smary;2019;6849,85;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Alimentos;Płatki;2020;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Alimentos;Warzywa bulwiaste;2020;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Alimentos;Mleko i inne produkty mleczne;2020;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Alimentos;Pozostałe produkty spożywcze;2020;227087,22;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2020;33511,45;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Armatura łazienkowa i części;2020;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Pompy do cieczy oraz ich części;2020;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Maszyny i aparatura do filtrowania lub oczyszczania cieczy oraz ich części;2020;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Agregaty prądotwórcze;2020;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Pozostałe maszyny, urządzenia i części;2020;12085,78;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Prendas de vestir y accesorios, y calzados;Buty;2020;124,12;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2020;1082,43;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Otros productos relevantes;Płyny alkoholowe;2020;1511,36;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Forestales y sus derivados;Drewno i wyroby drewniane;2020;85,71;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Forestales y sus derivados;Papier i tektura oraz ich wyroby;2020;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Forestales y sus derivados;Pozostałe leśnictwo i jego pochodne;2020;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Tecnología;Telefony komórkowe;2020;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Tecnología;Komputery i ich części;2020;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Medios de transporte y sus partes;Podwozia, nadwozia, części i akcesoria pojazdów mechanicznych;2020;419,00;;;;;;;;;;;;;;;;;;
Liban;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Pozostałe paliwa i smary;2020;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Alimentos;Płatki;2021;566,89;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Alimentos;Warzywa bulwiaste;2021;336,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Alimentos;Mleko i inne produkty mleczne;2021;420,84;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Alimentos;Pozostałe produkty spożywcze;2021;330094,89;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2021;140748,62;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Armatura łazienkowa i części;2021;203,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Pompy do cieczy oraz ich części;2021;278,50;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Maszyny i aparatura do filtrowania lub oczyszczania cieczy oraz ich części;2021;4147,11;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Agregaty prądotwórcze;2021;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Maquinarias, aparatos y sus partes;Pozostałe maszyny, urządzenia i części;2021;31059,58;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Prendas de vestir y accesorios, y calzados;Buty;2021;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2021;1371,19;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Otros productos relevantes;Płyny alkoholowe;2021;25663,86;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Forestales y sus derivados;Drewno i wyroby drewniane;2021;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Forestales y sus derivados;Papier i tektura oraz ich wyroby;2021;378,81;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Forestales y sus derivados;Pozostałe leśnictwo i jego pochodne;2021;9962,54;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Tecnología;Telefony komórkowe;2021;0,00;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Tecnología;Komputery i ich części;2021;168,38;;;;;;;;;;;;;;;;;;
Liban;No Combustibles;Medios de transporte y sus partes;Podwozia, nadwozia, części i akcesoria pojazdów mechanicznych;2021;618,93;;;;;;;;;;;;;;;;;;
Liban;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Pozostałe paliwa i smary;2021;0,00;;;;;;;;;;;;;;;;;;
Liberia;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2017;0,00;;;;;;;;;;;;;;;;;;
Liberia;No Combustibles;Medios de transporte y sus partes;Podwozia, nadwozia, części i akcesoria pojazdów mechanicznych;2017;0,00;;;;;;;;;;;;;;;;;;
Liberia;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2017;0,00;;;;;;;;;;;;;;;;;;
Liberia;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2018;0,00;;;;;;;;;;;;;;;;;;
Liberia;No Combustibles;Medios de transporte y sus partes;Podwozia, nadwozia, części i akcesoria pojazdów mechanicznych;2018;1975,60;;;;;;;;;;;;;;;;;;
Liberia;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2018;123,93;;;;;;;;;;;;;;;;;;
Liberia;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2019;2562,27;;;;;;;;;;;;;;;;;;
Liberia;No Combustibles;Medios de transporte y sus partes;Podwozia, nadwozia, części i akcesoria pojazdów mechanicznych;2019;0,00;;;;;;;;;;;;;;;;;;
Liberia;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2019;0,00;;;;;;;;;;;;;;;;;;
Liberia;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2020;0,00;;;;;;;;;;;;;;;;;;
Liberia;No Combustibles;Medios de transporte y sus partes;Podwozia, nadwozia, części i akcesoria pojazdów mechanicznych;2020;0,00;;;;;;;;;;;;;;;;;;
Liberia;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2020;0,00;;;;;;;;;;;;;;;;;;
Liberia;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2021;804,89;;;;;;;;;;;;;;;;;;
Liberia;No Combustibles;Medios de transporte y sus partes;Podwozia, nadwozia, części i akcesoria pojazdów mechanicznych;2021;0,00;;;;;;;;;;;;;;;;;;
Liberia;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2021;0,00;;;;;;;;;;;;;;;;;;
Libia;No Combustibles;Alimentos;Pozostałe produkty spożywcze;2017;44176,87;;;;;;;;;;;;;;;;;;
Libia;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2017;84,67;;;;;;;;;;;;;;;;;;
Libia;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2017;913,92;;;;;;;;;;;;;;;;;;
Libia;No Combustibles;Medios de transporte y sus partes;Podwozia, nadwozia, części i akcesoria pojazdów mechanicznych;2017;0,00;;;;;;;;;;;;;;;;;;
Libia;No Combustibles;Alimentos;Pozostałe produkty spożywcze;2018;74601,38;;;;;;;;;;;;;;;;;;
Libia;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2018;0,00;;;;;;;;;;;;;;;;;;
Libia;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2018;0,00;;;;;;;;;;;;;;;;;;
Libia;No Combustibles;Medios de transporte y sus partes;Podwozia, nadwozia, części i akcesoria pojazdów mechanicznych;2018;0,00;;;;;;;;;;;;;;;;;;
Libia;No Combustibles;Alimentos;Pozostałe produkty spożywcze;2019;64892,18;;;;;;;;;;;;;;;;;;
Libia;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2019;2529,75;;;;;;;;;;;;;;;;;;
Libia;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2019;0,00;;;;;;;;;;;;;;;;;;
Libia;No Combustibles;Medios de transporte y sus partes;Podwozia, nadwozia, części i akcesoria pojazdów mechanicznych;2019;0,00;;;;;;;;;;;;;;;;;;
Libia;No Combustibles;Alimentos;Pozostałe produkty spożywcze;2020;0,00;;;;;;;;;;;;;;;;;;
Libia;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2020;272,59;;;;;;;;;;;;;;;;;;
Libia;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2020;0,00;;;;;;;;;;;;;;;;;;
Libia;No Combustibles;Medios de transporte y sus partes;Podwozia, nadwozia, części i akcesoria pojazdów mechanicznych;2020;107,07;;;;;;;;;;;;;;;;;;
Libia;No Combustibles;Alimentos;Pozostałe produkty spożywcze;2021;0,00;;;;;;;;;;;;;;;;;;
Libia;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2021;0,00;;;;;;;;;;;;;;;;;;
Libia;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2021;0,00;;;;;;;;;;;;;;;;;;
Libia;No Combustibles;Medios de transporte y sus partes;Podwozia, nadwozia, części i akcesoria pojazdów mechanicznych;2021;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2017;466657,22;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Maquinarias, aparatos y sus partes;Armatura łazienkowa i części;2017;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Maquinarias, aparatos y sus partes;Maszyny i aparatura do filtrowania lub oczyszczania cieczy oraz ich części;2017;31584,40;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Maquinarias, aparatos y sus partes;Silniki elektryczne i generatory;2017;19851,43;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Maquinarias, aparatos y sus partes;Pozostałe maszyny, urządzenia i części;2017;99688,79;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Forestales y sus derivados;Drewno i wyroby drewniane;2017;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Forestales y sus derivados;Papier i tektura oraz ich wyroby;2017;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Forestales y sus derivados;Pozostałe leśnictwo i jego pochodne;2017;1227,74;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Otros productos relevantes;Światłowody i ich złącza, wiązki lub kable;2017;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2017;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2018;1560445,50;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Maquinarias, aparatos y sus partes;Armatura łazienkowa i części;2018;1690,02;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Maquinarias, aparatos y sus partes;Maszyny i aparatura do filtrowania lub oczyszczania cieczy oraz ich części;2018;22305,53;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Maquinarias, aparatos y sus partes;Silniki elektryczne i generatory;2018;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Maquinarias, aparatos y sus partes;Pozostałe maszyny, urządzenia i części;2018;245429,71;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Forestales y sus derivados;Drewno i wyroby drewniane;2018;1487,67;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Forestales y sus derivados;Papier i tektura oraz ich wyroby;2018;79,03;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Forestales y sus derivados;Pozostałe leśnictwo i jego pochodne;2018;6659,24;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Otros productos relevantes;Światłowody i ich złącza, wiązki lub kable;2018;1168,02;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2018;18,26;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2019;218532,05;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Maquinarias, aparatos y sus partes;Armatura łazienkowa i części;2019;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Maquinarias, aparatos y sus partes;Maszyny i aparatura do filtrowania lub oczyszczania cieczy oraz ich części;2019;35358,20;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Maquinarias, aparatos y sus partes;Silniki elektryczne i generatory;2019;670,73;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Maquinarias, aparatos y sus partes;Pozostałe maszyny, urządzenia i części;2019;211292,24;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Forestales y sus derivados;Drewno i wyroby drewniane;2019;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Forestales y sus derivados;Papier i tektura oraz ich wyroby;2019;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Forestales y sus derivados;Pozostałe leśnictwo i jego pochodne;2019;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Otros productos relevantes;Światłowody i ich złącza, wiązki lub kable;2019;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2019;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2020;39696,18;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Maquinarias, aparatos y sus partes;Armatura łazienkowa i części;2020;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Maquinarias, aparatos y sus partes;Maszyny i aparatura do filtrowania lub oczyszczania cieczy oraz ich części;2020;17905,26;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Maquinarias, aparatos y sus partes;Silniki elektryczne i generatory;2020;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Maquinarias, aparatos y sus partes;Pozostałe maszyny, urządzenia i części;2020;135464,55;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Forestales y sus derivados;Drewno i wyroby drewniane;2020;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Forestales y sus derivados;Papier i tektura oraz ich wyroby;2020;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Forestales y sus derivados;Pozostałe leśnictwo i jego pochodne;2020;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Otros productos relevantes;Światłowody i ich złącza, wiązki lub kable;2020;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2020;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2021;434460,44;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Maquinarias, aparatos y sus partes;Armatura łazienkowa i części;2021;325,40;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Maquinarias, aparatos y sus partes;Maszyny i aparatura do filtrowania lub oczyszczania cieczy oraz ich części;2021;17389,30;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Maquinarias, aparatos y sus partes;Silniki elektryczne i generatory;2021;157,58;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Maquinarias, aparatos y sus partes;Pozostałe maszyny, urządzenia i części;2021;98702,77;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Forestales y sus derivados;Drewno i wyroby drewniane;2021;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Forestales y sus derivados;Papier i tektura oraz ich wyroby;2021;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Forestales y sus derivados;Pozostałe leśnictwo i jego pochodne;2021;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Otros productos relevantes;Światłowody i ich złącza, wiązki lub kable;2021;0,00;;;;;;;;;;;;;;;;;;
Liechtenstein;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2021;0,00;;;;;;;;;;;;;;;;;;
Litwa;No Combustibles;Alimentos;Mleko i inne produkty mleczne;2017;0,00;;;;;;;;;;;;;;;;;;
Litwa;No Combustibles;Alimentos;Pozostałe produkty spożywcze;2017;857406,07;;;;;;;;;;;;;;;;;;
Litwa;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2017;3648309,09;;;;;;;;;;;;;;;;;;
Litwa;No Combustibles;Maquinarias, aparatos y sus partes;Armatura łazienkowa i części;2017;10319,00;;;;;;;;;;;;;;;;;;
Litwa;No Combustibles;Maquinarias, aparatos y sus partes;Pompy do cieczy oraz ich części;2017;3302,63;;;;;;;;;;;;;;;;;;
